Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"J1","SPI_CONN","PinHeader_1x06_P2.54mm_Vertical",140.400000,-99.300000,180.000000,bottom
"C1","1uF","C_0603_1608Metric",161.250000,-104.550000,90.000000,top
"U1","AS5047P","TSSOP-14_4.4x5mm_P0.65mm",155.900000,-105.732500,0.000000,top
